"EndDate","Role.in.Operation","County","Regions","Region.North","Region.Delta","Region.Central","Region.South","Total.Yield.Bearing.Acreage","Acre.Ranges","Cover.Crop.Grown","Cover.Crop.Satisfaction","Cover.Crop.Interest","Cover.Crop.Concerns","Cover.Crop.Incentives","Age"
"1/23/20","Owner/operator of almond orchard(s)","Stanislaus,Merced","Central",0,0,1,0,145,"Medium","No","","No","We have no concerns about cover crops","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom","65-74 years old"
"1/23/20","Farm manager (not owner)","Kings","South",0,0,0,1,55,"Medium","No","","Not sure","Availability of water","Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds","55-64 years old"
"1/23/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,1500,"Large","Yes","Somewhat Satisfied",NA,"Availability of water,Expense of water,Increased risk of frost damage","","45-54 years old"
"1/23/20","Owner/operator of almond orchard(s)","Glenn,Stanislaus","North",1,0,0,0,75,"Medium","Yes","Very Satisfied",NA,"Inadequate soil type for cover crops,Increased risk of frost damage,Physical interference with operations","","35-44 years old"
"1/23/20","Farm manager (not owner)","Fresno","South",0,0,0,1,961,"Large","No","","No","Availability of water,Expense of water,Incompatibility with irrigation system(s),Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies","65-74 years old"
"1/23/20","Farm manager (not owner)","Stanislaus","Central",0,0,1,0,1550,"Large","Yes","Very Satisfied",NA,"Limited time for planting due to competing operations","","25-34 years old"
"1/23/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,25,"Small","No","","Not sure","Incompatibility with irrigation system(s)","Prefer not to answer","55-64 years old"
"1/23/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,3,"Small","No","","Yes","Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Inadequate soil type for cover crops,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","25-34 years old"
"1/23/20","Owner/operator of almond orchard(s)","Kern","South",0,0,0,1,4000,"Large","No","","Not sure","Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom","55-64 years old"
"1/24/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,18,"Small","No","","Yes","We have no concerns about cover crops","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds","45-54 years old"
"1/24/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,3300,"Large","No","","Not sure","Availability of water,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom","55-64 years old"
"1/24/20","Farm manager (not owner)","Kern","South",0,0,0,1,20,"Small","No","","Yes","Physical interference with operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds","25-34 years old"
"1/24/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,20,"Small","No","","Not sure","Availability of water,Increased risk of frost damage","Decreased rental fee for managed bee colonies,Easy/affordable access to equipment needed to plant seeds","65-74 years old"
"1/24/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,45,"Medium","No","","Not sure","Incompatibility with irrigation system(s),Effort/time to manage it","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom","45-54 years old"
"1/24/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,8.5,"Small","No","","Not sure","Availability of water,Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Easy/affordable access to equipment needed to plant seeds","35-44 years old"
"1/24/20","Owner, not responsible for day-to-day management","Yuba","Delta",0,1,0,0,46,"Medium","Yes","Not Satisfied",NA,"Cost of equipment needed to plant seeds","","65-74 years old"
"1/24/20","Owner/operator of almond orchard(s)","Butte","North",1,0,0,0,5,"Small","No","","Yes","We have no concerns about cover crops","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","45-54 years old"
"1/24/20","Farm manager (not owner)","Tulare","South",0,0,0,1,5,"Small","No","","Not sure","Availability of water","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)","Prefer not to answer"
"1/24/20","Owner/operator of almond orchard(s)","San Joaquin","Central",0,0,1,0,23,"Small","Yes","Not Satisfied",NA,"Availability of water,Incompatibility with irrigation system(s),Inadequate soil type for cover crops","","65-74 years old"
"1/24/20","Owner/operator of almond orchard(s)","Solano,Merced","Delta",0,1,0,0,8,"Small","No","","No","Availability of water","None of these are incentives","35-44 years old"
"1/24/20","Owner, not responsible for day-to-day management","Stanislaus","Central",0,0,1,0,57,"Medium","No","","Not sure","Incompatibility with irrigation system(s),Increased risk of frost damage,Physical interference with operations","None of these are incentives","75 years or older"
"1/24/20","Farm manager (not owner)","Stanislaus,Merced","Central",0,0,1,0,150,"Medium","Yes","Somewhat Satisfied",NA,"Availability of water,Inadequate soil type for cover crops","","25-34 years old"
"1/24/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,33,"Small","No","","Not sure","Effort/time to manage it,Cost of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","65-74 years old"
"1/24/20","Owner, not responsible for day-to-day management","Fresno","South",0,0,0,1,300,"Large","No","","No","Availability of water,Expense of water,Incompatibility with irrigation system(s),Availability of equipment needed to plant seeds,Cost of seeds","Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom","45-54 years old"
"1/25/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,30,"Small","No","","Not sure","Increased risk of frost damage,Physical interference with operations","None of these are incentives","65-74 years old"
"1/25/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,20,"Small","No","","No","We have no concerns about cover crops","None of these are incentives","65-74 years old"
"1/25/20","Farm manager (not owner)","Stanislaus","Central",0,0,1,0,NA,NA,"No","","Not sure","Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Increased risk of frost damage","None of these are incentives","25-34 years old"
"1/25/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,800,"Large","No","","Yes","Expense of water,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Cost of seeds,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom","45-54 years old"
"1/25/20","Owner/operator of almond orchard(s)","Fresno","Central",0,0,1,0,65,"Medium","No","","No","Prefer not to answer","Prefer not to answer","65-74 years old"
"1/25/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,61,"Medium","Yes","Very Satisfied",NA,"Effort/time to manage it,Availability of equipment needed to plant seeds,Physical interference with operations","","55-64 years old"
"1/25/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,18,"Small","No","","No","Effort/time to manage it,Labor to grow/maintain it,Availability of equipment needed to plant seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","25-34 years old"
"1/26/20","Farm manager (not owner)","Fresno","South",0,0,0,1,20,"Small","Yes","Somewhat Satisfied",NA,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Inadequate soil type for cover crops,Increased risk of frost damage,Limited time for planting due to competing operations","","55-64 years old"
"1/26/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,20,"Small","No","","Not sure","Increased risk of frost damage","None of these are incentives","55-64 years old"
"1/26/20","Owner/operator of almond orchard(s)","San Joaquin","Central",0,0,1,0,6,"Small","No","","No","We have no concerns about cover crops","Increased strength of bee colonies during bloom","35-44 years old"
"1/26/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,79,"Medium","Yes","Somewhat Satisfied",NA,"Physical interference with operations","","25-34 years old"
"1/26/20","Farm manager (not owner)","Tulare","South",0,0,0,1,23,"Small","No","","No","Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds","35-44 years old"
"1/26/20","Farm manager (not owner)","Yuba","Delta",0,1,0,0,9,"Small","No","","Not sure","Labor to grow/maintain it,Cost of equipment needed to plant seeds,Limited time for planting due to competing operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds","45-54 years old"
"1/27/20","Owner/operator of almond orchard(s)","Tulare","South",0,0,0,1,80,"Medium","No","","Not sure","Availability of water,Expense of water,Incompatibility with irrigation system(s)","Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds","25-34 years old"
"1/27/20","Farm manager (not owner)","Merced","Central",0,0,1,0,918.1,"Large","Yes","Somewhat Satisfied",NA,"Availability of water,Effort/time to manage it,Labor to grow/maintain it","","35-44 years old"
"1/27/20","Farm manager (not owner)","Fresno","South",0,0,0,1,365,"Large","Yes","Somewhat Satisfied",NA,"Labor to grow/maintain it,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations","","45-54 years old"
"1/27/20","Owner, not responsible for day-to-day management","Madera","Central",0,0,1,0,29,"Small","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","35-44 years old"
"1/27/20","Owner/operator of almond orchard(s)","Colusa","North",1,0,0,0,80,"Medium","No","","Not sure","Expense of water,Effort/time to manage it","Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","55-64 years old"
"1/27/20","Owner/operator of almond orchard(s)","Fresno,Kings","South",0,0,0,1,10,"Small","No","","No","Availability of equipment needed to plant seeds,Cost of seeds","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)","25-34 years old"
"1/27/20","Farm manager (not owner)","Stanislaus","Central",0,0,1,0,60,"Medium","Yes","Somewhat Satisfied",NA,"We have no concerns about cover crops","","65-74 years old"
"1/27/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,160,"Medium","No","","Yes","Effort/time to manage it","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","75 years or older"
"1/27/20","Farm manager (not owner)","Yolo","Delta",0,1,0,0,37,"Small","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","45-54 years old"
"1/27/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,100,"Medium","No","","No","Availability of equipment needed to plant seeds","Easy/affordable access to equipment needed to plant seeds","25-34 years old"
"1/27/20","Farm manager (not owner)","Fresno,Kings","South",0,0,0,1,201.5,"Large","Yes","Very Satisfied",NA,"Incompatibility with irrigation system(s),Limited time for planting due to competing operations","","25-34 years old"
"1/27/20","Owner/operator of almond orchard(s)","Solano","Delta",0,1,0,0,240,"Large","No","","Yes","Cost of equipment needed to plant seeds,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","25-34 years old"
"1/27/20","Owner/operator of almond orchard(s)","Solano","Delta",0,1,0,0,397,"Large","No","","No","Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds","25-34 years old"
"1/27/20","Owner, not responsible for day-to-day management","Merced","Central",0,0,1,0,88,"Medium","No","","Not sure","Availability of water,Expense of water","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)","25-34 years old"
"1/27/20","Owner/operator of almond orchard(s)","Solano","Delta",0,1,0,0,227,"Large","Yes","Somewhat Satisfied",NA,"Effort/time to manage it,Limited time for planting due to competing operations,Physical interference with operations","","45-54 years old"
"1/27/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,200,"Medium","No","","Not sure","Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom","45-54 years old"
"1/27/20","Farm manager (not owner)","Kings","South",0,0,0,1,12,"Small","Yes","Somewhat Satisfied",NA,"Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","","35-44 years old"
"1/27/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,200,"Medium","Yes","Not Satisfied",NA,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage,Limited time for planting due to competing operations,Physical interference with operations","","55-64 years old"
"1/27/20","Farm manager (not owner)","Tehama","North",1,0,0,0,5,"Small","Yes","Not Satisfied",NA,"Availability of water,Expense of water","","45-54 years old"
"1/27/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,15,"Small","No","","Not sure","Effort/time to manage it","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)","45-54 years old"
"1/27/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,80,"Medium","No","","No","Labor to grow/maintain it,Limited time for planting due to competing operations,Physical interference with operations","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom","55-64 years old"
"1/28/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,180,"Medium","No","","Not sure","Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)","35-44 years old"
"1/28/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,33.9,"Small","No","","Yes","We have no concerns about cover crops","Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom","45-54 years old"
"1/28/20","Farm manager (not owner)","Yolo","Delta",0,1,0,0,1113,"Large","No","","Yes","Effort/time to manage it,Increased risk of frost damage,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Increased strength of bee colonies during bloom","45-54 years old"
"1/28/20","Owner/operator of almond orchard(s)","Sutter","Delta",0,1,0,0,16,"Small","Yes","Very Satisfied",NA,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Cost of seeds,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","","55-64 years old"
"1/28/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,3,"Small","No","","Not sure","Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","55-64 years old"
"1/29/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,20,"Small","No","","No","Prefer not to answer","None of these are incentives","35-44 years old"
"1/29/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,16.6,"Small","No","","No","Effort/time to manage it,Labor to grow/maintain it,Inadequate soil type for cover crops","Easy/affordable access to equipment needed to plant seeds","45-54 years old"
"1/29/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,18,"Small","No","","No","Prefer not to answer","Prefer not to answer","75 years or older"
"1/29/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,45,"Medium","No","","No","Incompatibility with irrigation system(s),Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations","None of these are incentives","45-54 years old"
"1/29/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,20,"Small","No","","Not sure","Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Increased risk of frost damage","Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","65-74 years old"
"1/29/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,10,"Small","Yes","Somewhat Satisfied",NA,"Incompatibility with irrigation system(s),Increased risk of frost damage,Limited time for planting due to competing operations","","45-54 years old"
"1/29/20","Owner/operator of almond orchard(s)","Fresno","South",0,0,0,1,10.5,"Small","Yes","Somewhat Satisfied",NA,"Effort/time to manage it,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations","","45-54 years old"
"1/29/20","Owner, not responsible for day-to-day management","Stanislaus","Central",0,0,1,0,60,"Medium","No","","No","Prefer not to answer","Prefer not to answer","55-64 years old"
"1/29/20","Owner/operator of almond orchard(s)","Stanislaus,Merced","Central",0,0,1,0,800,"Large","No","","Yes","Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","18-24 years old"
"1/30/20","Owner/operator of almond orchard(s)","San Joaquin","Central",0,0,1,0,35,"Small","Yes","Somewhat Satisfied",NA,"Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Inadequate soil type for cover crops,Limited time for planting due to competing operations,Physical interference with operations","","55-64 years old"
"1/30/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,10,"Small","No","","Not sure","Availability of water,Expense of water,Incompatibility with irrigation system(s),Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Inadequate soil type for cover crops","None of these are incentives","25-34 years old"
"1/30/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,40,"Small","No","","Not sure","Availability of water,Expense of water,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations","Prefer not to answer","45-54 years old"
"1/30/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,18,"Small","Yes","Somewhat Satisfied",NA,"Availability of water","","55-64 years old"
"1/30/20","Owner, not responsible for day-to-day management","Merced","Central",0,0,1,0,9,"Small","No","","Yes","Labor to grow/maintain it,Cost of equipment needed to plant seeds,Physical interference with operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds","35-44 years old"
"1/30/20","Farm manager (not owner)","Yuba","Delta",0,1,0,0,29,"Small","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","65-74 years old"
"1/30/20","Farm manager (not owner)","Merced","Central",0,0,1,0,33,"Small","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","45-54 years old"
"1/30/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,4,"Small","No","","No","We have no concerns about cover crops","None of these are incentives","25-34 years old"
"1/30/20","Owner/operator of almond orchard(s)","Merced","Central",0,0,1,0,97,"Medium","No","","Yes","Availability of water","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds","25-34 years old"
"1/31/20","Farm manager (not owner)","Kings","South",0,0,0,1,56,"Medium","Yes","Somewhat Satisfied",NA,"Inadequate soil type for cover crops","","35-44 years old"
"1/31/20","Owner, not responsible for day-to-day management","Yolo","Delta",0,1,0,0,87,"Medium","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","25-34 years old"
"1/31/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,8,"Small","No","","No","We have no concerns about cover crops","Associated benefits from non-pollination services (improved soil health, water filtration, etc.)","25-34 years old"
"1/31/20","Owner/operator of almond orchard(s)","Kern","South",0,0,0,1,20,"Small","No","","Not sure","Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds","35-44 years old"
"1/31/20","Owner/operator of almond orchard(s)","Stanislaus","Central",0,0,1,0,40,"Small","No","","Yes","Expense of water","None of these are incentives","35-44 years old"
"1/31/20","Owner, not responsible for day-to-day management","Yuba","Delta",0,1,0,0,85,"Medium","Yes","Somewhat Satisfied",NA,"Inadequate soil type for cover crops,Increased risk of frost damage,Physical interference with operations","","45-54 years old"
"1/31/20","Owner, not responsible for day-to-day management","Colusa","North",1,0,0,0,122,"Medium","Yes","Somewhat Satisfied",NA,"Inadequate soil type for cover crops","","45-54 years old"
"2/1/20","Owner, not responsible for day-to-day management","Madera","Central",0,0,1,0,250,"Large","No","","Not sure","We have no concerns about cover crops","Prefer not to answer","25-34 years old"
"2/1/20","Owner, not responsible for day-to-day management","Madera","Central",0,0,1,0,120,"Medium","No","","Not sure","Prefer not to answer","Prefer not to answer","35-44 years old"
"2/3/20","Farm manager (not owner)","San Joaquin","Central",0,0,1,0,60,"Medium","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","65-74 years old"
"2/4/20","Owner, not responsible for day-to-day management","Kings","South",0,0,0,1,128,"Medium","Yes","Very Satisfied",NA,"We have no concerns about cover crops","","35-44 years old"
"2/4/20","Owner/operator of almond orchard(s)","Kern","South",0,0,0,1,38,"Small","No","","Yes","Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom","55-64 years old"
